Ts|SignalId|MeasurementValue
2021-11-07 22:31:54.218|427038|115,4454
2021-11-07 22:31:25.504|427038|115,1891
2021-11-07 22:30:11.130|427038|115,5309
2021-11-07 22:29:23.105|427038|115,2745
2021-11-07 22:27:48.340|427038|115,36
2021-11-07 22:26:57.725|427038|115,1036
2021-11-07 22:25:50.592|427038|115,36
2021-11-07 22:23:55.998|427038|115,2745
2021-11-07 22:22:08.310|427038|115,4454
2021-11-07 22:21:08.155|427038|115,36
2021-11-07 22:20:18.979|427038|115,5309
2021-11-07 22:19:27.238|427038|115,36
2021-11-07 22:18:49.995|427038|115,1891
2021-11-07 22:16:16.404|427038|115,4454
2021-11-07 22:15:55.968|427038|115,2745
2021-11-07 22:14:20.115|427038|115,5309
2021-11-07 22:13:21.055|427038|115,2745
2021-11-07 22:11:06.054|427038|115,4454
2021-11-07 22:10:40.115|427038|115,1891
2021-11-07 22:09:58.170|427038|115,5309
2021-11-07 22:09:14.644|427038|115,36
2021-11-07 22:07:14.929|427038|115,5309
2021-11-07 22:02:06.510|427038|115,36
2021-11-07 21:59:22.737|427038|115,2745
2021-11-07 21:57:39.823|427038|115,4454
2021-11-07 21:56:06.972|427038|115,36
2021-11-07 21:54:58.303|427038|115,5309
2021-11-07 21:52:06.208|427038|115,1891
2021-11-07 21:49:45.918|427038|115,0182
2021-11-07 21:47:24.398|427038|115,1036
2021-11-07 21:46:30.997|427038|114,9327
2021-11-07 21:45:34.243|427038|115,1891
2021-11-07 21:43:45.444|427038|115,36
2021-11-07 21:42:10.425|427038|115,1036
2021-11-07 21:41:18.956|427038|114,9327
2021-11-07 21:40:42.661|427038|114,8473
2021-11-07 21:40:04.286|427038|115,1036
2021-11-07 21:39:01.202|427038|115,2745
2021-11-07 21:38:11.101|427038|115,36
2021-11-07 21:37:26.153|427038|114,9327
2021-11-07 21:35:53.274|427038|114,8473
2021-11-07 21:34:51.703|427038|115,0182
2021-11-07 21:31:14.357|427038|114,7618
2021-11-07 21:29:55.510|427038|114,9327
2021-11-07 21:29:12.601|427038|115,1891
2021-11-07 21:28:19.389|427038|114,9327
2021-11-07 21:27:08.527|427038|114,8473
2021-11-07 21:26:29.458|427038|114,6763
2021-11-07 21:24:38.722|427038|115,0182
2021-11-07 21:21:07.539|427038|114,8473
2021-11-07 21:20:30.086|427038|114,5909
2021-11-07 21:15:22.693|427038|114,9327
2021-11-07 21:14:44.135|427038|115,1036
2021-11-07 21:09:34.671|427038|114,8473
2021-11-07 21:07:27.762|427038|114,5054
2021-11-07 21:06:13.166|427038|114,3345
2021-11-07 21:04:03.490|427038|114,5909
2021-11-07 21:02:42.770|427038|114,42
2021-11-07 21:02:07.691|427038|114,6763
2021-11-07 21:01:22.456|427038|115,0182
2021-11-07 21:00:28.956|427038|114,6763
2021-11-07 20:59:25.477|427038|114,8473
2021-11-07 20:58:04.250|427038|114,42
2021-11-07 20:56:09.223|427038|114,7618
2021-11-07 20:54:17.335|427038|114,5909
2021-11-07 20:52:44.194|427038|114,9327
2021-11-07 20:52:00.755|427038|115,1036
2021-11-07 20:50:05.718|427038|114,8473
2021-11-07 20:49:00.759|427038|114,5909
2021-11-07 20:48:20.938|427038|114,7618
2021-11-07 20:47:17.300|427038|114,5054
2021-11-07 20:43:56.909|427038|114,5909
2021-11-07 20:38:18.021|427038|114,42
2021-11-07 20:36:45.787|427038|114,5909
2021-11-07 20:32:19.620|427038|114,2491
2021-11-07 20:31:07.257|427038|114,0782
2021-11-07 20:29:46.244|427038|114,1636
2021-11-07 20:28:12.840|427038|114,3345
2021-11-07 20:26:40.907|427038|114,5054
2021-11-07 20:25:44.815|427038|114,42
2021-11-07 20:25:16.800|427038|114,2491
2021-11-07 20:24:27.192|427038|114,5054
2021-11-07 20:23:07.220|427038|114,42
2021-11-07 20:20:38.156|427038|114,2491
2021-11-07 20:18:41.366|427038|114,0782
2021-11-07 20:18:09.794|427038|114,42
2021-11-07 20:17:03.254|427038|114,2491
2021-11-07 20:13:59.697|427038|114,1636
2021-11-07 20:12:02.848|427038|114,0782
2021-11-07 20:10:57.402|427038|113,9927
2021-11-07 20:10:01.538|427038|114,1636
2021-11-07 20:08:51.271|427038|114,0782
2021-11-07 20:07:24.677|427038|113,9073
2021-11-07 20:06:46.703|427038|114,0782
2021-11-07 20:05:18.451|427038|114,1636
2021-11-07 20:03:30.316|427038|114,3345
2021-11-07 20:01:40.646|427038|113,8218
2021-11-07 20:00:19.712|427038|114,0782
2021-11-07 19:57:48.184|427038|113,8218
2021-11-07 19:56:36.612|427038|113,5655
2021-11-07 19:55:09.560|427038|113,7364
2021-11-07 19:54:05.518|427038|113,8218
2021-11-07 19:52:39.299|427038|113,7364
2021-11-07 19:51:34.107|427038|113,8218
2021-11-07 19:47:54.665|427038|113,6509
2021-11-07 19:47:15.700|427038|113,8218
2021-11-07 19:46:33.235|427038|113,7364
2021-11-07 19:45:55.333|427038|113,6509
2021-11-07 19:44:03.622|427038|113,8218
2021-11-07 19:43:30.752|427038|113,5655
2021-11-07 19:39:02.803|427038|113,7364
2021-11-07 19:38:10.313|427038|113,9927
2021-11-07 19:36:21.928|427038|113,7364
2021-11-07 19:33:24.697|427038|113,8218
2021-11-07 19:32:34.384|427038|114,0782
2021-11-07 19:30:59.118|427038|113,9927
2021-11-07 19:29:49.919|427038|113,8218
2021-11-07 19:28:50.308|427038|114,0782
2021-11-07 19:24:45.733|427038|113,9073
2021-11-07 19:24:06.011|427038|113,5655
2021-11-07 19:23:23.566|427038|113,8218
2021-11-07 19:21:06.012|427038|113,6509
2021-11-07 19:19:31.647|427038|113,7364
2021-11-07 19:16:30.142|427038|113,8218
2021-11-07 19:14:09.819|427038|113,9927
2021-11-07 19:13:02.832|427038|113,7364
2021-11-07 19:11:35.734|427038|114,0782
2021-11-07 19:10:18.912|427038|114,2491
2021-11-07 19:05:55.797|427038|114,0782
2021-11-07 19:05:14.353|427038|113,9073
2021-11-07 19:04:07.264|427038|114,0782
2021-11-07 19:03:07.107|427038|113,8218
2021-11-07 19:01:19.473|427038|113,9927
2021-11-07 19:00:45.244|427038|114,5054
2021-11-07 18:59:52.156|427038|114,6763
2021-11-07 18:58:35.755|427038|114,42
2021-11-07 18:57:08.046|427038|114,3345
2021-11-07 18:56:24.517|427038|114,5909
2021-11-07 18:54:53.451|427038|114,42
2021-11-07 18:49:21.159|427038|114,3345
2021-11-07 18:48:18.782|427038|114,5054
2021-11-07 18:47:30.147|427038|114,2491
2021-11-07 18:46:21.231|427038|114,5054
2021-11-07 18:45:43.364|427038|114,6763
2021-11-07 18:43:24.821|427038|114,42
2021-11-07 18:42:48.747|427038|114,7618
2021-11-07 18:38:52.767|427038|114,5054
2021-11-07 18:32:48.554|427038|114,2491
2021-11-07 18:32:18.524|427038|114,5054
2021-11-07 18:29:41.641|427038|114,3345
2021-11-07 18:24:35.299|427038|114,2491
2021-11-07 18:23:22.415|427038|114,3345
2021-11-07 18:21:28.711|427038|114,2491
2021-11-07 18:16:26.162|427038|114,0782
2021-11-07 18:15:50.721|427038|113,7364
2021-11-07 18:13:12.867|427038|114,0782
2021-11-07 18:11:48.717|427038|114,1636
2021-11-07 18:09:00.679|427038|113,9927
2021-11-07 18:06:21.809|427038|114,0782
2021-11-07 18:05:34.514|427038|113,9073
2021-11-07 18:03:40.652|427038|114,1636
2021-11-07 18:02:32.138|427038|114,3345
2021-11-07 18:01:52.789|427038|114,5054
2021-11-07 18:00:04.056|427038|114,42
2021-11-07 17:59:24.973|427038|114,2491
2021-11-07 17:56:31.789|427038|114,5054
2021-11-07 17:53:21.841|427038|114,42
2021-11-07 17:52:35.415|427038|114,5909
2021-11-07 17:50:06.940|427038|114,3345
2021-11-07 17:49:33.800|427038|114,0782
2021-11-07 17:48:57.678|427038|114,3345
2021-11-07 17:48:02.416|427038|114,0782
2021-11-07 17:45:06.090|427038|114,1636
2021-11-07 17:43:28.165|427038|114,3345
2021-11-07 17:41:35.977|427038|114,1636
2021-11-07 17:40:14.868|427038|113,9927
2021-11-07 17:38:57.176|427038|114,1636
2021-11-07 17:38:01.242|427038|114,3345
2021-11-07 17:37:11.312|427038|114,0782
2021-11-07 17:33:42.598|427038|114,2491
2021-11-07 17:31:06.117|427038|114,42
2021-11-07 17:30:05.080|427038|114,1636
2021-11-07 17:28:59.264|427038|114,2491
2021-11-07 17:23:52.194|427038|113,9073
2021-11-07 17:22:33.197|427038|114,0782
2021-11-07 17:19:25.376|427038|113,9927
2021-11-07 17:17:50.557|427038|113,8218
2021-11-07 17:15:07.157|427038|113,9073
2021-11-07 17:14:24.368|427038|114,0782
2021-11-07 17:13:43.158|427038|113,8218
2021-11-07 17:12:06.941|427038|113,9927
2021-11-07 17:11:27.258|427038|114,1636
2021-11-07 17:05:43.313|427038|113,9073
2021-11-07 17:05:10.633|427038|114,1636
2021-11-07 17:03:15.086|427038|113,9073
2021-11-07 17:02:21.293|427038|113,7364
2021-11-07 17:01:28.057|427038|113,6509
2021-11-07 17:00:47.806|427038|113,9927
2021-11-07 16:56:34.775|427038|114,1636
2021-11-07 16:55:43.272|427038|114,3345
2021-11-07 16:54:31.359|427038|114,1636
2021-11-07 16:53:39.799|427038|113,9927
2021-11-07 16:52:40.086|427038|114,2491
2021-11-07 16:50:46.383|427038|114,0782
2021-11-07 16:49:27.982|427038|114,2491
2021-11-07 16:47:35.037|427038|114,0782
2021-11-07 16:42:43.970|427038|114,1636
2021-11-07 16:41:30.273|427038|114,3345
2021-11-07 16:39:42.230|427038|114,1636
2021-11-08 23:55:33.166|427038|115,1891
2021-11-08 23:54:46.615|427038|115,0182
2021-11-08 23:51:17.626|427038|115,1891
2021-11-08 23:50:31.832|427038|115,36
2021-11-08 23:49:47.219|427038|115,0182
2021-11-08 23:48:41.157|427038|115,1891
2021-11-08 23:47:34.326|427038|114,9327
2021-11-08 23:45:46.219|427038|115,1891
2021-11-08 23:39:44.430|427038|115,1036
2021-11-08 23:38:07.700|427038|115,2745
2021-11-08 23:36:45.136|427038|115,1036
2021-11-08 23:34:17.930|427038|115,2745
2021-11-08 23:25:29.229|427038|115,1891
2021-11-08 23:22:48.761|427038|115,1036
2021-11-08 23:21:47.831|427038|115,0182
2021-11-08 23:19:56.665|427038|115,1891
2021-11-08 23:19:07.537|427038|114,9327
2021-11-08 23:17:32.725|427038|115,2745
2021-11-08 23:16:16.355|427038|115,4454
2021-11-08 23:15:41.895|427038|115,1891
2021-11-08 23:13:29.770|427038|115,1036
2021-11-08 23:12:55.891|427038|115,36
2021-11-08 23:11:52.878|427038|115,1891
2021-11-08 23:06:24.012|427038|115,0182
2021-11-08 23:04:33.684|427038|115,1891
2021-11-08 23:03:28.134|427038|115,4454
2021-11-08 23:00:53.025|427038|115,2745
2021-11-08 22:59:57.820|427038|115,5309
2021-11-08 22:58:57.541|427038|115,36
2021-11-08 22:56:17.250|427038|115,0182
2021-11-08 22:55:09.046|427038|114,7618
2021-11-08 22:52:27.291|427038|115,0182
2021-11-08 22:48:44.378|427038|115,1036
2021-11-08 22:47:30.860|427038|114,9327
2021-11-08 22:46:13.683|427038|114,8473
2021-11-08 22:45:23.965|427038|115,1036
2021-11-08 22:43:33.079|427038|115,2745
2021-11-08 22:41:39.683|427038|115,5309
2021-11-08 22:40:43.684|427038|115,2745
2021-11-08 22:40:12.175|427038|115,4454
2021-11-08 22:38:09.247|427038|115,36
2021-11-08 22:35:44.602|427038|115,0182
2021-11-08 22:30:08.710|427038|114,7618
2021-11-08 22:29:12.134|427038|114,8473
2021-11-08 22:23:22.118|427038|114,5909
2021-11-08 22:22:34.674|427038|114,8473
2021-11-08 22:20:38.582|427038|114,5909
2021-11-08 22:19:55.780|427038|114,8473
2021-11-08 22:13:57.163|427038|114,5909
2021-11-08 22:13:27.166|427038|114,8473
2021-11-08 22:11:40.320|427038|114,5909
2021-11-08 22:10:54.980|427038|114,7618
2021-11-08 22:08:27.898|427038|114,5054
2021-11-08 22:06:37.117|427038|114,5909
2021-11-08 22:06:03.059|427038|114,7618
2021-11-08 22:05:17.899|427038|114,8473
2021-11-08 22:02:53.655|427038|114,6763
2021-11-08 22:01:59.831|427038|114,5054
2021-11-08 22:01:08.763|427038|114,9327
2021-11-08 21:58:50.846|427038|115,0182
2021-11-08 21:58:07.548|427038|114,8473
2021-11-08 21:57:31.628|427038|115,2745
2021-11-08 21:56:42.608|427038|115,36
2021-11-08 21:55:04.216|427038|115,5309
2021-11-08 21:48:58.705|427038|115,1891
2021-11-08 21:46:42.419|427038|115,0182
2021-11-08 21:45:48.614|427038|115,2745
2021-11-08 21:45:10.379|427038|115,1891
2021-11-08 21:44:12.258|427038|115,1036
2021-11-08 21:39:15.980|427038|115,2745
2021-11-08 21:38:23.808|427038|115,1036
2021-11-08 21:36:30.084|427038|114,9327
2021-11-08 21:35:46.934|427038|114,8473
2021-11-08 21:34:10.246|427038|115,1036
2021-11-08 21:30:40.722|427038|114,9327
2021-11-08 21:29:38.615|427038|115,1036
2021-11-08 21:27:29.009|427038|114,8473
2021-11-08 21:26:13.589|427038|114,9327
2021-11-08 21:25:46.267|427038|114,6763
2021-11-08 21:24:59.237|427038|114,9327
2021-11-08 21:23:55.818|427038|114,6763
2021-11-08 21:22:16.747|427038|114,9327
2021-11-08 21:21:47.042|427038|115,1891
2021-11-08 21:20:20.748|427038|115,1036
2021-11-08 21:18:03.803|427038|114,8473
2021-11-08 21:17:18.932|427038|114,6763
2021-11-08 21:16:22.430|427038|114,9327
2021-11-08 21:15:41.590|427038|114,7618
2021-11-08 21:14:24.962|427038|115,1036
2021-11-08 21:13:04.605|427038|115,36
2021-11-08 21:11:50.655|427038|115,1036
2021-11-08 21:10:42.730|427038|114,9327
2021-11-08 21:09:20.075|427038|114,5909
2021-11-08 21:06:37.097|427038|114,7618
2021-11-08 21:05:49.259|427038|114,8473
2021-11-08 21:03:36.904|427038|114,9327
2021-11-08 21:02:55.078|427038|114,7618
2021-11-08 21:01:33.356|427038|114,9327
2021-11-08 21:00:56.128|427038|114,7618
2021-11-08 21:00:20.132|427038|115,2745
2021-11-08 20:59:37.160|427038|115,0182
2021-11-08 20:58:33.157|427038|115,1036
2021-11-08 20:57:14.646|427038|114,8473
2021-11-08 20:56:40.870|427038|115,1891
2021-11-08 20:56:10.391|427038|114,7618
2021-11-08 20:55:27.298|427038|115,0182
2021-11-08 20:53:38.981|427038|115,1891
2021-11-08 20:52:51.878|427038|115,4454
2021-11-08 20:52:13.602|427038|115,1036
2021-11-08 20:51:10.283|427038|115,2745
2021-11-08 20:49:57.742|427038|115,1036
2021-11-08 20:48:19.556|427038|114,9327
2021-11-08 20:47:23.838|427038|115,1036
2021-11-08 20:46:19.823|427038|115,1891
2021-11-08 20:45:25.810|427038|114,8473
2021-11-08 20:44:49.990|427038|114,6763
2021-11-08 20:44:18.227|427038|114,5054
2021-11-08 20:41:30.028|427038|114,9327
2021-11-08 20:41:00.075|427038|114,5909
2021-11-08 20:40:10.013|427038|114,8473
2021-11-08 20:38:53.547|427038|114,6763
2021-11-08 20:36:33.487|427038|114,7618
2021-11-08 20:35:23.971|427038|114,5909
2021-11-08 20:34:22.227|427038|114,7618
2021-11-08 20:33:47.951|427038|114,5054
2021-11-08 20:32:31.353|427038|114,6763
2021-11-08 20:31:57.730|427038|114,42
2021-11-08 20:28:37.150|427038|114,6763
2021-11-08 20:26:27.393|427038|114,8473
2021-11-08 20:25:44.788|427038|114,6763
2021-11-08 20:24:26.802|427038|114,9327
2021-11-08 20:23:24.999|427038|115,0182
2021-11-08 20:20:13.860|427038|114,5909
2021-11-08 20:19:06.459|427038|114,3345
2021-11-08 20:18:38.148|427038|114,6763
2021-11-08 20:17:54.292|427038|114,3345
2021-11-08 20:16:23.536|427038|114,5054
2021-11-08 20:15:18.240|427038|114,6763
2021-11-08 20:14:30.920|427038|114,7618
2021-11-08 20:13:18.684|427038|114,5054
2021-11-08 20:12:47.618|427038|114,3345
2021-11-08 20:11:21.728|427038|114,5054
2021-11-08 20:10:01.386|427038|114,3345
2021-11-08 20:08:51.979|427038|114,5054
2021-11-08 20:07:00.187|427038|114,3345
2021-11-08 20:06:31.265|427038|114,5909
2021-11-08 20:03:13.500|427038|114,7618
2021-11-08 20:02:39.688|427038|115,1036
2021-11-08 20:01:32.874|427038|115,2745
2021-11-08 19:59:45.855|427038|114,8473
2021-11-08 19:58:39.611|427038|114,6763
2021-11-08 19:57:04.572|427038|114,7618
2021-11-08 19:55:53.792|427038|114,5909
2021-11-08 19:55:15.795|427038|114,8473
2021-11-08 19:53:11.727|427038|114,42
2021-11-08 19:52:23.212|427038|114,5909
2021-11-08 19:51:03.302|427038|114,5054
2021-11-08 19:47:32.668|427038|114,3345
2021-11-08 19:45:11.627|427038|114,5054
2021-11-08 19:44:30.787|427038|114,3345
2021-11-08 19:43:50.516|427038|114,5054
2021-11-08 19:43:12.340|427038|114,3345
2021-11-08 19:42:42.243|427038|114,5909
2021-11-08 19:40:09.619|427038|114,2491
2021-11-08 19:37:21.551|427038|114,42
2021-11-08 19:36:35.171|427038|114,3345
2021-11-08 19:35:04.764|427038|114,2491
2021-11-08 19:33:56.909|427038|114,0782
2021-11-08 19:29:33.369|427038|114,2491
2021-11-08 19:25:31.333|427038|114,3345
2021-11-08 19:23:12.596|427038|114,2491
2021-11-08 19:22:21.188|427038|114,3345
2021-11-08 19:21:34.211|427038|113,9927
2021-11-08 19:17:36.668|427038|114,2491
2021-11-08 19:15:29.653|427038|114,5909
2021-11-08 19:14:13.646|427038|114,5054
2021-11-08 19:11:57.554|427038|114,42
2021-11-08 19:10:38.465|427038|114,5054
2021-11-08 19:08:57.556|427038|114,2491
2021-11-08 19:07:53.431|427038|113,9927
2021-11-08 19:07:12.077|427038|114,1636
2021-11-08 19:04:57.367|427038|114,5054
2021-11-08 19:03:28.514|427038|114,5909
2021-11-08 19:02:15.968|427038|114,3345
2021-11-08 19:01:18.729|427038|114,7618
2021-11-08 19:00:37.585|427038|114,8473
2021-11-08 18:59:49.209|427038|114,5909
2021-11-08 18:59:05.957|427038|114,8473
2021-11-08 18:58:33.797|427038|114,5909
2021-11-08 18:57:46.928|427038|114,5054
2021-11-08 18:57:03.718|427038|114,7618
2021-11-08 18:55:51.228|427038|114,5909
2021-11-08 18:53:48.251|427038|114,7618
2021-11-08 18:47:21.972|427038|114,9327
2021-11-08 18:46:37.317|427038|115,0182
2021-11-08 18:43:59.075|427038|114,7618
2021-11-08 18:41:18.544|427038|114,6763
2021-11-08 18:39:39.369|427038|114,7618
2021-11-08 18:39:09.783|427038|114,5909
2021-11-08 18:37:55.438|427038|114,7618
2021-11-08 18:35:33.705|427038|114,5909
2021-11-08 18:34:16.353|427038|114,7618
2021-11-08 18:33:30.230|427038|114,9327
2021-11-08 18:25:22.672|427038|114,6763
2021-11-08 18:19:32.759|427038|114,5054
2021-11-08 18:18:50.356|427038|114,3345
2021-11-08 18:18:03.344|427038|114,5909
2021-11-08 18:15:19.165|427038|114,42
2021-11-08 18:13:17.114|427038|114,5054
2021-11-08 18:12:12.115|427038|114,42
2021-11-08 18:11:24.329|427038|114,5909
2021-11-08 18:09:51.932|427038|114,3345
2021-11-08 18:09:17.590|427038|114,5909
2021-11-08 18:07:50.000|427038|114,42
2021-11-08 18:06:46.578|427038|114,2491
2021-11-08 18:06:07.816|427038|114,0782
2021-11-08 18:03:02.304|427038|114,3345
2021-11-08 18:01:38.738|427038|114,42
2021-11-08 18:00:28.852|427038|114,5909
2021-11-08 17:59:21.220|427038|114,42
2021-11-08 17:58:32.556|427038|114,6763
2021-11-08 17:56:18.704|427038|114,5909
2021-11-08 17:50:31.814|427038|114,42
2021-11-08 17:48:11.147|427038|114,3345
2021-11-08 17:46:12.869|427038|114,42
2021-11-08 17:45:16.257|427038|114,5054
2021-11-08 17:44:40.308|427038|114,7618
2021-11-08 17:43:50.017|427038|114,5054
2021-11-08 17:43:19.975|427038|114,42
2021-11-08 17:42:21.050|427038|114,6763
2021-11-08 17:39:15.042|427038|114,5054
2021-11-08 17:36:36.241|427038|114,42
2021-11-08 17:26:34.583|427038|114,5054
2021-11-08 17:23:34.395|427038|114,42
2021-11-08 17:22:54.682|427038|114,2491
2021-11-08 17:22:08.608|427038|114,5054
2021-11-08 17:17:35.119|427038|114,3345
2021-11-08 17:16:38.531|427038|114,2491
2021-11-08 17:14:16.208|427038|114,42
2021-11-08 17:13:37.335|427038|114,2491
2021-11-08 17:12:40.487|427038|114,5054
2021-11-08 17:10:43.079|427038|114,3345
2021-11-08 17:10:02.562|427038|114,5054
2021-11-08 17:09:19.779|427038|114,2491
2021-11-08 17:08:36.921|427038|114,5054
2021-11-08 17:07:46.638|427038|114,3345
2021-11-08 17:04:47.703|427038|114,42
2021-11-08 16:59:25.391|427038|114,3345
2021-11-08 16:53:55.735|427038|114,1636
2021-11-08 16:52:17.998|427038|114,0782
2021-11-08 16:49:04.461|427038|114,1636
2021-11-08 16:47:50.521|427038|114,2491
2021-11-08 16:47:05.589|427038|114,0782
2021-11-08 16:46:24.592|427038|113,9073
2021-11-08 16:44:51.573|427038|114,0782
2021-11-08 16:42:27.564|427038|113,9927
2021-11-08 16:40:52.284|427038|114,0782
2021-11-08 16:38:28.340|427038|114,1636
2021-11-08 16:36:06.712|427038|113,9927
2021-11-08 16:32:41.584|427038|114,1636
2021-11-08 16:31:22.388|427038|114,0782
2021-11-08 16:30:34.166|427038|114,1636
2021-11-08 16:29:55.985|427038|114,0782
2021-11-08 16:27:19.182|427038|113,9073
2021-11-08 16:25:44.619|427038|113,7364
2021-11-08 16:21:43.718|427038|113,9073
2021-11-08 16:19:35.550|427038|113,9927
2021-11-08 16:17:30.568|427038|114,0782
2021-11-08 16:14:34.606|427038|114,1636
2021-11-08 16:13:43.561|427038|114,0782
2021-11-08 16:11:46.143|427038|113,9073
2021-11-08 16:10:56.988|427038|113,8218
2021-11-08 16:10:11.428|427038|114,42
2021-11-08 16:09:43.434|427038|114,2491
2021-11-08 16:07:55.662|427038|114,5054
2021-11-08 16:07:10.524|427038|114,3345
2021-11-08 16:06:18.881|427038|114,5054
2021-11-08 16:05:27.447|427038|114,9327
2021-11-08 16:01:16.294|427038|115,1036
2021-11-08 16:00:42.857|427038|114,8473
2021-11-08 15:58:04.917|427038|114,7618
2021-11-08 15:53:00.367|427038|114,5909
2021-11-08 15:48:50.721|427038|114,6763
2021-11-08 15:47:11.790|427038|114,5909
2021-11-08 15:45:45.854|427038|114,6763
2021-11-08 15:43:44.654|427038|114,8473
2021-11-08 15:42:55.055|427038|114,42
2021-11-08 15:42:12.334|427038|114,6763
2021-11-08 15:41:38.196|427038|114,42
2021-11-08 15:40:47.826|427038|114,5909
2021-11-08 15:40:18.299|427038|114,8473
2021-11-08 15:36:26.294|427038|114,5909
2021-11-08 15:33:58.242|427038|114,6763
2021-11-08 15:28:59.540|427038|114,8473
2021-11-08 15:26:34.689|427038|114,7618
2021-11-08 15:25:17.831|427038|114,9327
2021-11-08 15:23:40.338|427038|115,1891
2021-11-08 15:16:29.546|427038|114,9327
2021-11-08 15:14:28.599|427038|114,8473
2021-11-08 15:13:21.564|427038|114,9327
2021-11-08 15:12:56.498|427038|114,7618
2021-11-08 15:07:22.146|427038|114,9327
2021-11-08 15:06:21.969|427038|115,1036
2021-11-08 15:04:31.605|427038|114,9327
2021-11-08 15:01:49.093|427038|114,7618
2021-11-08 15:00:34.251|427038|114,9327
2021-11-08 14:59:54.116|427038|115,1036
2021-11-08 14:59:15.815|427038|114,8473
2021-11-08 14:58:18.052|427038|115,0182
2021-11-08 14:57:38.238|427038|114,6763
2021-11-08 14:56:14.527|427038|114,5909
2021-11-08 14:55:29.261|427038|114,3345
2021-11-08 14:52:02.487|427038|114,5909
2021-11-08 14:50:46.682|427038|114,7618
2021-11-08 14:47:25.209|427038|114,5054
2021-11-08 14:45:56.863|427038|114,42
2021-11-08 14:45:07.412|427038|114,5909
2021-11-08 14:43:17.669|427038|114,3345
2021-11-08 14:41:17.468|427038|114,42
2021-11-08 14:40:38.713|427038|114,1636
2021-11-08 14:34:50.630|427038|114,5909
2021-11-08 14:33:56.763|427038|114,6763
2021-11-08 14:33:06.767|427038|114,8473
2021-11-08 14:29:54.568|427038|114,6763
2021-11-08 14:28:03.713|427038|114,5054
2021-11-08 14:26:43.577|427038|114,6763
2021-11-08 14:26:09.540|427038|114,7618
2021-11-08 14:22:49.067|427038|114,5909
2021-11-08 14:20:13.484|427038|114,6763
2021-11-08 14:19:41.136|427038|114,5054
2021-11-08 14:17:17.151|427038|114,6763
2021-11-08 14:16:28.299|427038|114,8473
2021-11-08 14:12:36.447|427038|114,5909
2021-11-08 14:11:03.674|427038|114,7618
2021-11-08 14:05:19.904|427038|114,5909
2021-11-08 14:03:43.894|427038|114,5054
2021-11-08 14:01:39.140|427038|114,6763
2021-11-08 13:59:44.986|427038|114,7618
2021-11-08 13:58:54.290|427038|114,5909
2021-11-08 13:58:14.867|427038|114,7618
2021-11-08 13:56:59.529|427038|114,5054
2021-11-08 13:56:05.844|427038|114,42
2021-11-08 13:55:11.335|427038|114,5909
2021-11-08 13:52:40.827|427038|114,3345
2021-11-08 13:50:33.650|427038|114,42
2021-11-08 13:46:27.338|427038|114,2491
2021-11-08 13:44:11.567|427038|114,3345
2021-11-08 13:43:31.037|427038|114,5054
2021-11-08 13:41:43.317|427038|114,3345
